client_id	path	sentence	up_votes	down_votes	age	gender	accent	locale	segment
69077cefdaede3c3f9918fb86fb19ffe4add26d0f2f5646fa4521f97239e7eea8a3ad973e8eeadb084fa3d2f205c44756420e802d27ac62f6e5cbc5bd5e518b2	common_voice_ja_22325328.mp3	はい	2	0	twenties	male		ja	Singleword Benchmark
69077cefdaede3c3f9918fb86fb19ffe4add26d0f2f5646fa4521f97239e7eea8a3ad973e8eeadb084fa3d2f205c44756420e802d27ac62f6e5cbc5bd5e518b2	common_voice_ja_22325327.mp3	いいえ	2	0	twenties	male		ja	Singleword Benchmark
69077cefdaede3c3f9918fb86fb19ffe4add26d0f2f5646fa4521f97239e7eea8a3ad973e8eeadb084fa3d2f205c44756420e802d27ac62f6e5cbc5bd5e518b2	common_voice_ja_22325329.mp3	ご	2	0	twenties	male		ja	Singleword Benchmark
69077cefdaede3c3f9918fb86fb19ffe4add26d0f2f5646fa4521f97239e7eea8a3ad973e8eeadb084fa3d2f205c44756420e802d27ac62f6e5cbc5bd5e518b2	common_voice_ja_22325333.mp3	ろく	2	0	twenties	male		ja	Singleword Benchmark
782cdf2fb4c8d5ff1700cbfca184fc4998cc9f0afc157d66163311526263460dec813164ed950ee5515ac23c1461c756b0b721aeb1b512a412da730add591b0a	common_voice_ja_22211370.mp3	し	2	0				ja	Singleword Benchmark
782cdf2fb4c8d5ff1700cbfca184fc4998cc9f0afc157d66163311526263460dec813164ed950ee5515ac23c1461c756b0b721aeb1b512a412da730add591b0a	common_voice_ja_22211368.mp3	に	2	1				ja	Singleword Benchmark
782cdf2fb4c8d5ff1700cbfca184fc4998cc9f0afc157d66163311526263460dec813164ed950ee5515ac23c1461c756b0b721aeb1b512a412da730add591b0a	common_voice_ja_22211371.mp3	しち	2	0				ja	Singleword Benchmark
782cdf2fb4c8d5ff1700cbfca184fc4998cc9f0afc157d66163311526263460dec813164ed950ee5515ac23c1461c756b0b721aeb1b512a412da730add591b0a	common_voice_ja_22211366.mp3	く	2	0				ja	Singleword Benchmark
8bc08dbdd87beaa65ca0fd6b8b1f447c41eae617633b9460c6354afa359f68038e9cac8e029da4689a0882f459ce1932a126520a3e33db92b087c4e5c95d13a8	common_voice_ja_21553712.mp3	負けたチームはゆっくりと競技場を去った。	2	1	twenties	male		ja	
8bc08dbdd87beaa65ca0fd6b8b1f447c41eae617633b9460c6354afa359f68038e9cac8e029da4689a0882f459ce1932a126520a3e33db92b087c4e5c95d13a8	common_voice_ja_21553717.mp3	辞書を見て、日本語を勉強します。	2	0	twenties	male		ja	
8bc08dbdd87beaa65ca0fd6b8b1f447c41eae617633b9460c6354afa359f68038e9cac8e029da4689a0882f459ce1932a126520a3e33db92b087c4e5c95d13a8	common_voice_ja_21553713.mp3	台風で電車が遅れました。	2	0	twenties	male		ja	
8bc08dbdd87beaa65ca0fd6b8b1f447c41eae617633b9460c6354afa359f68038e9cac8e029da4689a0882f459ce1932a126520a3e33db92b087c4e5c95d13a8	common_voice_ja_21553711.mp3	分別のある人ならそんなことはいわないだろう。	2	1	twenties	male		ja	
9d36fe2f9308badb7514e3d87631c4e79180f3e49e61e9c1a04ccddeaf11de1596b67e0626163a1f2bb3b04cb6980dc415b765654542424c0e26bc20cef0a268	common_voice_ja_22306990.mp3	く	2	0				ja	Singleword Benchmark
9d36fe2f9308badb7514e3d87631c4e79180f3e49e61e9c1a04ccddeaf11de1596b67e0626163a1f2bb3b04cb6980dc415b765654542424c0e26bc20cef0a268	common_voice_ja_22306992.mp3	ろく	2	0				ja	Singleword Benchmark
9d36fe2f9308badb7514e3d87631c4e79180f3e49e61e9c1a04ccddeaf11de1596b67e0626163a1f2bb3b04cb6980dc415b765654542424c0e26bc20cef0a268	common_voice_ja_22306993.mp3	はち	2	0				ja	Singleword Benchmark
9d36fe2f9308badb7514e3d87631c4e79180f3e49e61e9c1a04ccddeaf11de1596b67e0626163a1f2bb3b04cb6980dc415b765654542424c0e26bc20cef0a268	common_voice_ja_22306991.mp3	さん	2	0				ja	Singleword Benchmark
b05609a661f092d018b781e096e648b6d749e5a99d45b0a034acefbda2bc868373e42eaa1da7521e9ca71d23d248ad02aa3782a7e853344ee6e8e2e5604339b0	common_voice_ja_19572004.mp3	きょうの夕飯はカレーを作ろうと思います。	2	0				ja	
b05609a661f092d018b781e096e648b6d749e5a99d45b0a034acefbda2bc868373e42eaa1da7521e9ca71d23d248ad02aa3782a7e853344ee6e8e2e5604339b0	common_voice_ja_19572005.mp3	暗い部屋で本を読んでいたので、目が疲れました。	2	0				ja	
b05609a661f092d018b781e096e648b6d749e5a99d45b0a034acefbda2bc868373e42eaa1da7521e9ca71d23d248ad02aa3782a7e853344ee6e8e2e5604339b0	common_voice_ja_19572008.mp3	風が雪のふきだまりを作った。	2	1				ja	
b05609a661f092d018b781e096e648b6d749e5a99d45b0a034acefbda2bc868373e42eaa1da7521e9ca71d23d248ad02aa3782a7e853344ee6e8e2e5604339b0	common_voice_ja_19572007.mp3	彼女は悲惨な死に方をした。	2	0				ja	
bb1e76ae158f7a622bef35585b6378c02d69baf7318395d8efc528749b6349a2d0e9a934f91c462149a51d930cfc63c6755663e5ccb0994669d08fc63709d247	common_voice_ja_22270112.mp3	れい	2	1		female		ja	Singleword Benchmark
bb1e76ae158f7a622bef35585b6378c02d69baf7318395d8efc528749b6349a2d0e9a934f91c462149a51d930cfc63c6755663e5ccb0994669d08fc63709d247	common_voice_ja_22270113.mp3	はち	2	0		female		ja	Singleword Benchmark
bb1e76ae158f7a622bef35585b6378c02d69baf7318395d8efc528749b6349a2d0e9a934f91c462149a51d930cfc63c6755663e5ccb0994669d08fc63709d247	common_voice_ja_22270115.mp3	ご	2	0		female		ja	Singleword Benchmark
bb1e76ae158f7a622bef35585b6378c02d69baf7318395d8efc528749b6349a2d0e9a934f91c462149a51d930cfc63c6755663e5ccb0994669d08fc63709d247	common_voice_ja_22270114.mp3	に	2	0		female		ja	Singleword Benchmark
c3c01db3923d91960588af5a82281dbad7521155f47660ffaf9ae22f2c6e857a6ceb1a91e7cea7d141510d6a58c95b8cabc54649b737e003f052dfdcce09ac81	common_voice_ja_19517024.mp3	彼女は風邪を引きやすかった。	2	0				ja	
c3c01db3923d91960588af5a82281dbad7521155f47660ffaf9ae22f2c6e857a6ceb1a91e7cea7d141510d6a58c95b8cabc54649b737e003f052dfdcce09ac81	common_voice_ja_19517026.mp3	事故原因の究明は、急いでもらいたい。	2	0				ja	
c3c01db3923d91960588af5a82281dbad7521155f47660ffaf9ae22f2c6e857a6ceb1a91e7cea7d141510d6a58c95b8cabc54649b737e003f052dfdcce09ac81	common_voice_ja_19517023.mp3	父はまだ休んでいる。	2	0				ja	
c3c01db3923d91960588af5a82281dbad7521155f47660ffaf9ae22f2c6e857a6ceb1a91e7cea7d141510d6a58c95b8cabc54649b737e003f052dfdcce09ac81	common_voice_ja_19517025.mp3	毎日忙しいので、あまり休むことができません。	2	0				ja	
033ede7ca4c60dc27cef421b4d33799d38924ed36fa8dda17fd35c6a8c55b6a72b463946d89d8333be4dca7183a7a5b80c9bbdb52e9de8b03c8e4adb229551b8	common_voice_ja_21409738.mp3	本状の持参人は友人の鈴木君です。	2	0				ja	
033ede7ca4c60dc27cef421b4d33799d38924ed36fa8dda17fd35c6a8c55b6a72b463946d89d8333be4dca7183a7a5b80c9bbdb52e9de8b03c8e4adb229551b8	common_voice_ja_21409739.mp3	風がひどくなってきた。	2	0				ja	
033ede7ca4c60dc27cef421b4d33799d38924ed36fa8dda17fd35c6a8c55b6a72b463946d89d8333be4dca7183a7a5b80c9bbdb52e9de8b03c8e4adb229551b8	common_voice_ja_21409737.mp3	父は海外にいる間、手紙や電話でわれわれと接触し続けた。	2	0				ja	
033ede7ca4c60dc27cef421b4d33799d38924ed36fa8dda17fd35c6a8c55b6a72b463946d89d8333be4dca7183a7a5b80c9bbdb52e9de8b03c8e4adb229551b8	common_voice_ja_21409740.mp3	祖母は、おおむね機嫌よく、サイコロをころがしている。	2	0				ja	
033ede7ca4c60dc27cef421b4d33799d38924ed36fa8dda17fd35c6a8c55b6a72b463946d89d8333be4dca7183a7a5b80c9bbdb52e9de8b03c8e4adb229551b8	common_voice_ja_21409742.mp3	彼女は命を懸けて子供を守ろうとした。	2	0				ja	
061d990500a32d0e2b47c64477b8cddb91b0d1e8011a4713bdd8fd806ceb9db3211d19534df27fa793d48ff784c656d66fabe0474e1aef83d8ed157e8be917e3	common_voice_ja_19537425.mp3	腹を立てるのもあたりまえだな。	2	0				ja	
061d990500a32d0e2b47c64477b8cddb91b0d1e8011a4713bdd8fd806ceb9db3211d19534df27fa793d48ff784c656d66fabe0474e1aef83d8ed157e8be917e3	common_voice_ja_19537424.mp3	物価が上がった。	2	0				ja	
061d990500a32d0e2b47c64477b8cddb91b0d1e8011a4713bdd8fd806ceb9db3211d19534df27fa793d48ff784c656d66fabe0474e1aef83d8ed157e8be917e3	common_voice_ja_19537423.mp3	今いる市民が逃げ出すという事態が危惧されます。	2	0				ja	
061d990500a32d0e2b47c64477b8cddb91b0d1e8011a4713bdd8fd806ceb9db3211d19534df27fa793d48ff784c656d66fabe0474e1aef83d8ed157e8be917e3	common_voice_ja_19537422.mp3	父はニューヨークへ旅行することになっています。	2	0				ja	
061d990500a32d0e2b47c64477b8cddb91b0d1e8011a4713bdd8fd806ceb9db3211d19534df27fa793d48ff784c656d66fabe0474e1aef83d8ed157e8be917e3	common_voice_ja_19537421.mp3	病気の時見舞いに来てくれてどうもありがとう。	2	0				ja	
073f4541b6b44f48d9e74be8ba85804c28596e1935314008689a1a92c296233d254e1799bb665d16930396e3649bb03a888b4bd9999b9a0366fc454b5e86a416	common_voice_ja_20474434.mp3	父は決して私の頭をたたかない。	2	0				ja	
073f4541b6b44f48d9e74be8ba85804c28596e1935314008689a1a92c296233d254e1799bb665d16930396e3649bb03a888b4bd9999b9a0366fc454b5e86a416	common_voice_ja_20474435.mp3	わびをいれるなら早い方がいいだろう。	2	0				ja	
073f4541b6b44f48d9e74be8ba85804c28596e1935314008689a1a92c296233d254e1799bb665d16930396e3649bb03a888b4bd9999b9a0366fc454b5e86a416	common_voice_ja_20474433.mp3	夫からもくれぐれもよろしくとのことです。	2	0				ja	
073f4541b6b44f48d9e74be8ba85804c28596e1935314008689a1a92c296233d254e1799bb665d16930396e3649bb03a888b4bd9999b9a0366fc454b5e86a416	common_voice_ja_20474436.mp3	彼女は余命いくばくもない。	2	0				ja	
073f4541b6b44f48d9e74be8ba85804c28596e1935314008689a1a92c296233d254e1799bb665d16930396e3649bb03a888b4bd9999b9a0366fc454b5e86a416	common_voice_ja_20474437.mp3	病気の間に彼はひどくやせた。	2	0				ja	
0bcd041051564490fac98804d20f38732c7416a408450c35fdb56347e47e0917450d8ae1cac156278765eaaafabd943c2bb0a80822821932d90d88003712196f	common_voice_ja_22427582.mp3	ろく	2	0	twenties	male		ja	Singleword Benchmark
0bcd041051564490fac98804d20f38732c7416a408450c35fdb56347e47e0917450d8ae1cac156278765eaaafabd943c2bb0a80822821932d90d88003712196f	common_voice_ja_22427578.mp3	れい	2	0	twenties	male		ja	Singleword Benchmark
0bcd041051564490fac98804d20f38732c7416a408450c35fdb56347e47e0917450d8ae1cac156278765eaaafabd943c2bb0a80822821932d90d88003712196f	common_voice_ja_22427579.mp3	はい	2	0	twenties	male		ja	Singleword Benchmark
0bcd041051564490fac98804d20f38732c7416a408450c35fdb56347e47e0917450d8ae1cac156278765eaaafabd943c2bb0a80822821932d90d88003712196f	common_voice_ja_22427580.mp3	いいえ	2	0	twenties	male		ja	Singleword Benchmark
0bcd041051564490fac98804d20f38732c7416a408450c35fdb56347e47e0917450d8ae1cac156278765eaaafabd943c2bb0a80822821932d90d88003712196f	common_voice_ja_22427581.mp3	に	2	0	twenties	male		ja	Singleword Benchmark
0ecf4103edebffd63483134386646ad310ca323f1026a75b2654cc3a6957095b82a7c28151708efb49c31c0d6006f7dbf216bd537d6fcc0da66ce4b21e7f05e7	common_voice_ja_19523282.mp3	分別のある人ならそんなことはいわないだろう。	2	1				ja	
0ecf4103edebffd63483134386646ad310ca323f1026a75b2654cc3a6957095b82a7c28151708efb49c31c0d6006f7dbf216bd537d6fcc0da66ce4b21e7f05e7	common_voice_ja_19523286.mp3	彼女は料理がうまい。	2	0				ja	
0ecf4103edebffd63483134386646ad310ca323f1026a75b2654cc3a6957095b82a7c28151708efb49c31c0d6006f7dbf216bd537d6fcc0da66ce4b21e7f05e7	common_voice_ja_19523285.mp3	英語で話すのは難しいです。	2	0				ja	
0ecf4103edebffd63483134386646ad310ca323f1026a75b2654cc3a6957095b82a7c28151708efb49c31c0d6006f7dbf216bd537d6fcc0da66ce4b21e7f05e7	common_voice_ja_19523283.mp3	空が少し曇ってきました。	2	0				ja	
0ecf4103edebffd63483134386646ad310ca323f1026a75b2654cc3a6957095b82a7c28151708efb49c31c0d6006f7dbf216bd537d6fcc0da66ce4b21e7f05e7	common_voice_ja_19523284.mp3	父はふだんバスで事務所へ行きます。	2	0				ja	
18ed9add8edd9ba1b59534a9b9102f0f83be6ae22aca406ab3e86dff749f36c2adbb0aa19118e15ad25f821e0f7719722a1174fc585a51ceadd5850f5b7774fb	common_voice_ja_22279067.mp3	いち	2	0	twenties	male		ja	Singleword Benchmark
18ed9add8edd9ba1b59534a9b9102f0f83be6ae22aca406ab3e86dff749f36c2adbb0aa19118e15ad25f821e0f7719722a1174fc585a51ceadd5850f5b7774fb	common_voice_ja_22279068.mp3	はち	2	0	twenties	male		ja	Singleword Benchmark
18ed9add8edd9ba1b59534a9b9102f0f83be6ae22aca406ab3e86dff749f36c2adbb0aa19118e15ad25f821e0f7719722a1174fc585a51ceadd5850f5b7774fb	common_voice_ja_22279069.mp3	いいえ	2	0	twenties	male		ja	Singleword Benchmark
18ed9add8edd9ba1b59534a9b9102f0f83be6ae22aca406ab3e86dff749f36c2adbb0aa19118e15ad25f821e0f7719722a1174fc585a51ceadd5850f5b7774fb	common_voice_ja_22279070.mp3	さん	2	0	twenties	male		ja	Singleword Benchmark
18ed9add8edd9ba1b59534a9b9102f0f83be6ae22aca406ab3e86dff749f36c2adbb0aa19118e15ad25f821e0f7719722a1174fc585a51ceadd5850f5b7774fb	common_voice_ja_22279071.mp3	に	2	0	twenties	male		ja	Singleword Benchmark
1c15de4ebdfaf56568145a765d64d95db23e0ed6f07148966ffa6f86fa56e5dd3f71296f4e2d46eb661b26ac77e24503d1a2ae6bf723ec2df62e01b3f6654941	common_voice_ja_22303754.mp3	れい	2	0	twenties			ja	Singleword Benchmark
1c15de4ebdfaf56568145a765d64d95db23e0ed6f07148966ffa6f86fa56e5dd3f71296f4e2d46eb661b26ac77e24503d1a2ae6bf723ec2df62e01b3f6654941	common_voice_ja_22303756.mp3	ろく	2	0	twenties			ja	Singleword Benchmark
1c15de4ebdfaf56568145a765d64d95db23e0ed6f07148966ffa6f86fa56e5dd3f71296f4e2d46eb661b26ac77e24503d1a2ae6bf723ec2df62e01b3f6654941	common_voice_ja_22303757.mp3	しち	2	0	twenties			ja	Singleword Benchmark
1c15de4ebdfaf56568145a765d64d95db23e0ed6f07148966ffa6f86fa56e5dd3f71296f4e2d46eb661b26ac77e24503d1a2ae6bf723ec2df62e01b3f6654941	common_voice_ja_22303755.mp3	さん	2	0	twenties			ja	Singleword Benchmark
1c15de4ebdfaf56568145a765d64d95db23e0ed6f07148966ffa6f86fa56e5dd3f71296f4e2d46eb661b26ac77e24503d1a2ae6bf723ec2df62e01b3f6654941	common_voice_ja_22303758.mp3	はい	2	0	twenties			ja	Singleword Benchmark
1e9aba193b164bcebd0414820990719da630604b98b745478995e671f780a5bb3f9ed30a4cd3bcb5b7081a6e82f20328d9245c20291eab3b7bb88dcec2f8ba6c	common_voice_ja_22011991.mp3	新しいお皿を使います。	2	0				ja	
1e9aba193b164bcebd0414820990719da630604b98b745478995e671f780a5bb3f9ed30a4cd3bcb5b7081a6e82f20328d9245c20291eab3b7bb88dcec2f8ba6c	common_voice_ja_22011988.mp3	前髪が、おでこにかからないように髪を上げることをおすすめします。	2	0				ja	
1e9aba193b164bcebd0414820990719da630604b98b745478995e671f780a5bb3f9ed30a4cd3bcb5b7081a6e82f20328d9245c20291eab3b7bb88dcec2f8ba6c	common_voice_ja_22011989.mp3	先週あたりも誘ってくれていたが、夜が遅いので、泣く泣く断った。	2	0				ja	
1e9aba193b164bcebd0414820990719da630604b98b745478995e671f780a5bb3f9ed30a4cd3bcb5b7081a6e82f20328d9245c20291eab3b7bb88dcec2f8ba6c	common_voice_ja_22011990.mp3	彼女は病院で看護されていた。	2	0				ja	
1e9aba193b164bcebd0414820990719da630604b98b745478995e671f780a5bb3f9ed30a4cd3bcb5b7081a6e82f20328d9245c20291eab3b7bb88dcec2f8ba6c	common_voice_ja_22011992.mp3	富には翼がある。	2	0				ja	
2060ce40ac468d05ad1c3ba065dd339916ab68276e3a379ca9e2bcc91ab5d4002eb6c8b9927e35506ec24df60a44fd761813d214a9081f83a981aecfcfc274dd	common_voice_ja_20919670.mp3	秀麗な富士山も、一歩足を踏み入れれば、岩石の露出した、あらあらしい姿を現す。	2	0				ja	
2060ce40ac468d05ad1c3ba065dd339916ab68276e3a379ca9e2bcc91ab5d4002eb6c8b9927e35506ec24df60a44fd761813d214a9081f83a981aecfcfc274dd	common_voice_ja_20919667.mp3	部屋をのぞいてみたら、だれもいなかった。	2	0				ja	
2060ce40ac468d05ad1c3ba065dd339916ab68276e3a379ca9e2bcc91ab5d4002eb6c8b9927e35506ec24df60a44fd761813d214a9081f83a981aecfcfc274dd	common_voice_ja_20919668.mp3	今晩は早く会社を出て、うちへ帰ります。	2	0				ja	
2060ce40ac468d05ad1c3ba065dd339916ab68276e3a379ca9e2bcc91ab5d4002eb6c8b9927e35506ec24df60a44fd761813d214a9081f83a981aecfcfc274dd	common_voice_ja_20919669.mp3	テロがあるからやめろと、さんざん、いわれた。	2	0				ja	
2060ce40ac468d05ad1c3ba065dd339916ab68276e3a379ca9e2bcc91ab5d4002eb6c8b9927e35506ec24df60a44fd761813d214a9081f83a981aecfcfc274dd	common_voice_ja_20919671.mp3	わたしはいつもこのスーパーで買い物をします。	2	0				ja	
21944998d5045f1c5981bb10a9aa09acbd7695c5e85e6eac55c3bac1658069057238581aeb7c785fd5d4d7ab9ba754f5f8e29cf2bd609146aa9f373ff190572a	common_voice_ja_22435270.mp3	に	2	0				ja	Singleword Benchmark
